Timestamp,VelX,VelY,VelZ,VelRMS,AngleX,AngleY,AngleZ,Temp,DispX,DispY,DispZ,DispRMS,FreqX,FreqY,FreqZ,Battery
19:03:38,2,1,2,3.0,0.02,0.04,0.01,20.5,61,41,71,102.0,0,0,0,100
19:03:38,2,1,2,3.0,0.02,0.04,0.01,20.5,61,41,71,102.0,0,0,0,100
19:03:38,2,1,2,3.0,0.02,0.04,0.01,20.6,61,41,71,102.0,0,0,0,100
19:03:38,3,2,1,3.7,0.02,0.1,0.01,20.4,80,45,51,105.0,0,0,0,100
19:03:38,3,2,1,3.7,0.02,0.1,0.01,20.4,80,45,51,105.0,0,0,0,100
19:03:38,3,2,1,3.7,0.02,0.1,0.01,20.5,80,45,51,105.0,0,0,0,100
19:03:38,3,2,1,3.7,0.02,0.1,0.01,20.6,80,45,51,105.0,0,0,0,100
19:03:38,3,2,1,3.7,0.02,0.1,0.01,20.5,80,45,51,105.0,0,0,0,100
19:03:38,3,2,1,3.7,0.02,0.1,0.01,20.6,80,45,51,105.0,0,0,0,100
19:03:38,3,2,1,3.7,0.02,0.1,0.01,20.5,80,45,51,105.0,0,0,0,100
19:03:39,3,2,1,3.7,0.02,0.1,0.01,20.6,80,45,51,105.0,0,0,2,100
19:03:39,3,2,1,3.7,0.02,0.1,0.01,20.6,80,45,51,105.0,0,0,2,100
19:03:39,3,2,1,3.7,0.02,0.1,0.01,20.4,80,45,51,105.0,0,0,2,100
19:03:39,3,2,1,3.7,0.03,0.05,0.01,20.3,100,56,26,118.0,0,0,2,100
19:03:39,3,2,1,3.7,0.03,0.05,0.01,20.4,100,56,26,118.0,0,0,2,100
19:03:39,3,2,1,3.7,0.03,0.05,0.01,20.4,100,56,26,118.0,0,0,2,100
19:03:39,3,2,1,3.7,0.03,0.05,0.01,20.6,100,56,26,118.0,0,0,2,100
19:03:39,3,2,1,3.7,0.03,0.05,0.01,20.5,100,56,26,118.0,0,0,2,100
