Timestamp,VelX,VelY,VelZ,VelRMS,AngleX,AngleY,AngleZ,Temp,DispX,DispY,DispZ,DispRMS,FreqX,FreqY,FreqZ,Battery,MPU_GX,MPU_GY,MPU_GZ
18:19:50,8,9,12,17.0,0.42,0.59,0.46,22.8,227,264,344,489.0,3,2,0,100,0.0,0.0,-1.0
18:19:50,8,9,12,17.0,0.42,0.59,0.46,22.9,227,264,344,489.0,3,2,0,100,0.0,0.0,-1.0
18:19:50,8,9,12,17.0,0.42,0.59,0.46,22.8,227,264,344,489.0,3,2,0,100,0.0,0.0,-1.0
18:19:50,8,9,12,17.0,0.42,0.59,0.46,22.9,227,264,344,489.0,3,2,0,100,0.0,0.0,-1.0
18:19:50,8,9,12,17.0,0.42,0.59,0.46,22.9,227,264,344,489.0,3,2,0,100,0.0,0.0,-1.0
18:19:50,8,9,12,17.0,0.42,0.59,0.46,22.8,227,264,344,489.0,3,2,0,100,0.0,0.0,-1.0
18:19:50,8,9,12,17.0,0.42,0.59,0.46,22.6,227,264,344,489.0,3,2,0,100,0.0,0.0,-1.0
18:19:50,8,9,12,17.0,0.42,0.59,0.46,22.9,227,264,344,489.0,0,3,3,100,0.0,0.0,-1.0
18:19:50,17,14,9,23.8,0.55,0.59,0.21,22.8,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,22.9,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,22.8,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,23.0,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,22.8,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,22.7,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,22.8,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,22.7,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,22.8,440,320,258,602.0,0,3,3,100,0.0,0.0,-1.0
18:19:51,17,14,9,23.8,0.55,0.59,0.21,22.7,440,320,258,602.0,2,0,0,100,0.0,0.0,-1.0
18:19:51,14,10,13,21.6,0.4,0.59,0.45,22.6,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.7,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.4,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.8,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.8,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.9,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.7,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.8,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.9,385,293,354,599.0,2,0,0,100,0.0,0.0,-1.0
18:19:52,14,10,13,21.6,0.4,0.59,0.45,22.8,385,293,354,599.0,0,0,0,100,0.0,0.0,-1.0
18:19:52,9,10,11,17.4,0.36,0.71,0.54,22.6,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.8,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.7,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.9,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.9,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.8,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.7,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.6,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.8,255,180,302,434.0,0,0,0,100,0.0,0.0,-1.0
18:19:53,9,10,11,17.4,0.36,0.71,0.54,22.6,255,180,302,434.0,0,1,4,100,0.0,0.0,-1.0
18:19:53,8,6,11,14.9,0.51,0.64,0.29,22.8,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,22.8,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,22.9,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,22.8,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,22.6,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,22.8,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,23.0,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,22.7,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,22.6,225,88,251,348.0,0,1,4,100,0.0,0.0,-1.0
18:19:54,8,6,11,14.9,0.51,0.64,0.29,22.9,225,88,251,348.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.8,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.9,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.8,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.9,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.7,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.8,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.7,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.7,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,22.8,377,99,269,474.0,4,4,2,100,0.0,0.0,-1.0
18:19:55,16,6,11,20.3,0.43,0.66,0.42,23.0,377,99,269,474.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.9,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.8,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.8,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.9,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.6,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.8,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.5,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.8,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,23.0,358,160,332,514.0,2,0,0,100,0.0,0.0,-1.0
18:19:56,14,6,12,19.4,0.23,0.6,0.49,22.8,358,160,332,514.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.8,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.9,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,23.0,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.9,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.6,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.8,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.8,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.7,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.8,312,234,312,499.0,0,0,0,100,0.0,0.0,-1.0
18:19:57,12,8,11,18.1,0.53,0.57,0.37,22.8,312,234,312,499.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.7,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.9,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.5,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.9,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.9,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.7,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.7,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.7,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.8,310,252,353,533.0,0,0,2,100,0.0,0.0,-1.0
18:19:58,12,9,13,19.8,0.49,0.57,0.35,22.9,310,252,353,533.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.8,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.9,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.8,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.7,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.6,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.9,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.9,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.9,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.8,310,204,392,540.0,4,2,0,100,0.0,0.0,-1.0
18:19:59,12,8,15,20.8,0.26,0.63,0.46,22.9,310,204,392,540.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.7,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.9,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.7,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.8,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.9,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.8,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.7,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.8,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,22.8,374,149,167,436.0,2,4,2,100,0.0,0.0,-1.0
18:20:00,14,9,10,19.4,0.3,0.63,0.46,23.0,374,149,167,436.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.7,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.7,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.8,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.8,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.8,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.9,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.8,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.8,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.7,239,78,197,319.0,0,3,1,100,0.0,0.0,-1.0
18:20:01,10,5,7,13.2,0.43,0.6,0.25,22.9,239,78,197,319.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.8,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.8,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.7,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.9,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.8,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.8,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.4,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.8,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.9,245,182,301,429.0,0,0,2,100,0.0,0.0,-1.0
18:20:02,10,6,11,16.0,0.24,0.5,0.36,22.8,245,182,301,429.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.8,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.8,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.9,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.8,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.9,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.9,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.8,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.8,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.6,244,250,298,459.0,1,0,0,100,0.0,0.0,-1.0
18:20:03,10,8,11,16.9,0.19,0.36,0.19,22.8,244,250,298,459.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.7,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.9,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.8,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.9,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.7,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.9,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.7,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.6,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.6,487,388,191,651.0,0,2,3,100,0.0,0.0,-1.0
18:20:04,17,15,9,24.4,0.6,0.66,0.15,22.8,487,388,191,651.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,22.7,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,22.8,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,23.0,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,22.8,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,22.7,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,22.7,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,22.8,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,22.9,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:05,13,10,13,20.9,0.47,0.64,0.49,22.7,327,254,298,510.0,3,3,0,100,0.0,0.0,-1.0
18:20:06,13,10,13,20.9,0.47,0.64,0.49,22.9,327,254,298,510.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,22.8,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,22.5,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,22.8,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,22.8,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,22.9,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,22.7,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,23.0,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,22.6,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:06,7,5,9,12.4,0.26,0.66,0.57,22.8,216,123,226,336.0,0,2,1,100,0.0,0.0,-1.0
18:20:07,7,5,9,12.4,0.26,0.66,0.57,22.8,216,123,226,336.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.8,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.8,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.7,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.8,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.8,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.8,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.8,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.9,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:07,12,8,11,18.1,0.42,0.58,0.33,22.8,240,153,274,395.0,2,3,1,100,0.0,0.0,-1.0
18:20:08,12,8,11,18.1,0.42,0.58,0.33,22.7,240,153,274,395.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.9,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.7,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.9,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.9,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.7,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.9,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.8,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.8,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:08,16,8,8,19.6,0.5,0.62,0.41,22.8,419,202,173,496.0,0,4,3,100,0.0,0.0,-1.0
18:20:09,16,8,8,19.6,0.5,0.62,0.41,22.9,419,202,173,496.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.6,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.7,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.7,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.9,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.8,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.8,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.8,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.8,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:09,13,9,13,20.5,0.27,0.54,0.51,22.8,343,234,378,562.0,3,0,0,100,0.0,0.0,-1.0
18:20:10,13,9,13,20.5,0.27,0.54,0.51,22.9,343,234,378,562.0,0,0,1,100,0.0,0.0,-1.0
18:20:10,11,9,10,17.4,0.52,0.53,0.38,22.8,310,235,304,494.0,0,0,1,100,0.0,0.0,-1.0
18:20:10,11,9,10,17.4,0.52,0.53,0.38,22.9,310,235,304,494.0,0,0,1,100,0.0,0.0,-1.0
18:20:10,11,9,10,17.4,0.52,0.53,0.38,22.9,310,235,304,494.0,0,0,1,100,0.0,0.0,-1.0
18:20:10,11,9,10,17.4,0.52,0.53,0.38,22.8,310,235,304,494.0,0,0,1,100,0.0,0.0,-1.0
