Timestamp,VelX,VelY,VelZ,VelRMS,AngleX,AngleY,AngleZ,Temp,DispX,DispY,DispZ,DispRMS,FreqX,FreqY,FreqZ,Battery
14:56:41,5,3,2,6.2,0.05,0.1,0.03,19.9,163,91,46,192.0,0,0,0,100
14:56:41,5,3,2,6.2,0.05,0.1,0.03,20.0,163,91,46,192.0,0,0,0,100
14:56:42,5,3,2,6.2,0.05,0.1,0.03,19.8,163,91,46,192.0,0,0,0,100
14:56:42,5,3,2,6.2,0.05,0.1,0.03,19.9,163,91,46,192.0,0,0,0,100
14:56:42,5,3,2,6.2,0.05,0.1,0.03,20.0,163,91,46,192.0,0,0,0,100
14:56:42,5,3,2,6.2,0.05,0.1,0.03,19.9,163,91,46,192.0,0,0,0,100
14:56:42,5,3,2,6.2,0.05,0.1,0.03,19.9,163,91,46,192.0,0,0,0,100
14:56:42,7,4,5,9.5,0.05,0.16,0.08,20.0,154,110,122,225.0,0,0,0,100
14:56:42,7,4,5,9.5,0.05,0.16,0.08,19.8,154,110,122,225.0,0,0,0,100
14:56:42,7,4,5,9.5,0.05,0.16,0.08,19.8,154,110,122,225.0,0,0,0,100
14:56:42,7,4,5,9.5,0.05,0.16,0.08,19.8,154,110,122,225.0,0,0,0,100
14:56:42,7,4,5,9.5,0.05,0.16,0.08,19.8,154,110,122,225.0,0,0,0,100
14:56:43,7,4,5,9.5,0.05,0.16,0.08,19.9,154,110,122,225.0,0,0,0,100
14:56:43,7,4,5,9.5,0.05,0.16,0.08,19.8,154,110,122,225.0,0,0,0,100
14:56:43,7,4,5,9.5,0.05,0.16,0.08,20.0,154,110,122,225.0,0,0,0,100
14:56:43,7,4,5,9.5,0.05,0.16,0.08,20.0,154,110,122,225.0,0,0,0,100
14:56:43,7,4,5,9.5,0.05,0.16,0.08,19.8,154,110,122,225.0,0,0,0,100
14:56:43,4,4,5,7.5,0.02,0.12,0.07,19.8,85,103,143,196.0,0,0,0,100
14:56:43,4,4,5,7.5,0.02,0.12,0.07,20.0,85,103,143,196.0,0,0,0,100
14:56:43,4,4,5,7.5,0.02,0.12,0.07,19.9,85,103,143,196.0,0,0,0,100
14:56:43,4,4,5,7.5,0.02,0.12,0.07,19.8,85,103,143,196.0,0,0,0,100
14:56:43,4,4,5,7.5,0.02,0.12,0.07,19.9,85,103,143,196.0,3,0,0,100
14:56:44,4,4,5,7.5,0.02,0.12,0.07,20.0,85,103,143,196.0,3,0,0,100
14:56:44,4,4,5,7.5,0.02,0.12,0.07,20.0,85,103,143,196.0,3,0,0,100
14:56:44,4,4,5,7.5,0.02,0.12,0.07,19.8,85,103,143,196.0,3,0,0,100
14:56:44,4,4,5,7.5,0.02,0.12,0.07,19.9,85,103,143,196.0,3,0,0,100
14:56:44,4,4,5,7.5,0.02,0.12,0.07,20.0,85,103,143,196.0,3,0,0,100
14:56:44,5,5,6,9.3,0.03,0.18,0.1,20.0,112,104,154,217.0,3,0,0,100
14:56:44,5,5,6,9.3,0.03,0.18,0.1,20.1,112,104,154,217.0,3,0,0,100
14:56:44,5,5,6,9.3,0.03,0.18,0.1,19.9,112,104,154,217.0,3,0,0,100
14:56:44,5,5,6,9.3,0.03,0.18,0.1,20.0,112,104,154,217.0,3,0,0,100
14:56:45,5,5,6,9.3,0.03,0.18,0.1,19.8,112,104,154,217.0,0,0,0,100
14:56:45,5,5,6,9.3,0.03,0.18,0.1,19.8,112,104,154,217.0,0,0,0,100
14:56:45,5,5,6,9.3,0.03,0.18,0.1,19.9,112,104,154,217.0,0,0,0,100
14:56:45,5,5,6,9.3,0.03,0.18,0.1,20.0,112,104,154,217.0,0,0,0,100
14:56:45,5,5,6,9.3,0.03,0.18,0.1,19.9,112,104,154,217.0,0,0,0,100
14:56:45,5,5,6,9.3,0.03,0.18,0.1,20.0,112,104,154,217.0,0,0,0,100
14:56:45,4,3,4,6.4,0.03,0.1,0.04,20.0,124,82,112,186.0,0,0,0,100
14:56:45,4,3,4,6.4,0.03,0.1,0.04,19.8,124,82,112,186.0,0,0,0,100
