Timestamp,VelX,VelY,VelZ,VelRMS,AngleX,AngleY,AngleZ,Temp,DispX,DispY,DispZ,DispRMS,FreqX,FreqY,FreqZ,Battery
17:33:45,8,6,9,13.5,0.1,0.19,0.04,18.6,251,142,179,339.0,3,0,0,100
17:33:45,8,6,9,13.5,0.1,0.19,0.04,18.5,251,142,179,339.0,3,0,0,100
17:33:45,8,6,9,13.5,0.1,0.19,0.04,18.8,251,142,179,339.0,3,0,0,100
17:33:45,5,4,9,11.0,0.08,0.16,0.08,18.4,125,110,226,281.0,3,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.7,125,110,226,281.0,3,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.5,125,110,226,281.0,3,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.6,125,110,226,281.0,3,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.5,125,110,226,281.0,3,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.7,125,110,226,281.0,3,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.7,125,110,226,281.0,3,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.5,125,110,226,281.0,1,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.6,125,110,226,281.0,1,0,0,100
17:33:46,5,4,9,11.0,0.08,0.16,0.08,18.7,125,110,226,281.0,1,0,0,100
17:33:46,7,2,5,8.8,0.05,0.15,0.09,18.4,178,68,144,239.0,1,0,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.4,178,68,144,239.0,1,0,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.6,178,68,144,239.0,1,0,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.6,178,68,144,239.0,1,0,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.7,178,68,144,239.0,1,0,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.7,178,68,144,239.0,1,0,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.6,178,68,144,239.0,1,0,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.6,178,68,144,239.0,0,2,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.4,178,68,144,239.0,0,2,0,100
17:33:47,7,2,5,8.8,0.05,0.15,0.09,18.6,178,68,144,239.0,0,2,0,100
17:33:47,6,1,5,7.9,0.11,0.24,0.12,18.6,165,42,154,230.0,0,2,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.7,165,42,154,230.0,0,2,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.5,165,42,154,230.0,0,2,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.7,165,42,154,230.0,0,2,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.6,165,42,154,230.0,0,2,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.7,165,42,154,230.0,0,2,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.4,165,42,154,230.0,0,2,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.7,165,42,154,230.0,1,0,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.5,165,42,154,230.0,1,0,0,100
17:33:48,6,1,5,7.9,0.11,0.24,0.12,18.7,165,42,154,230.0,1,0,0,100
17:33:48,7,5,4,9.5,0.05,0.12,0.03,18.7,188,88,135,248.0,1,0,0,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.6,188,88,135,248.0,1,0,0,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.6,188,88,135,248.0,1,0,0,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.7,188,88,135,248.0,1,0,0,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.7,188,88,135,248.0,1,0,0,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.4,188,88,135,248.0,1,0,0,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.5,188,88,135,248.0,1,0,0,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.6,188,88,135,248.0,0,0,2,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.5,188,88,135,248.0,0,0,2,100
17:33:49,7,5,4,9.5,0.05,0.12,0.03,18.6,188,88,135,248.0,0,0,2,100
17:33:49,7,5,7,11.1,0.05,0.22,0.06,18.4,201,128,208,316.0,0,0,2,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.5,201,128,208,316.0,0,0,2,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.7,201,128,208,316.0,0,0,2,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.6,201,128,208,316.0,0,0,2,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.7,201,128,208,316.0,0,0,2,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.8,201,128,208,316.0,0,0,2,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.6,201,128,208,316.0,0,0,2,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.4,201,128,208,316.0,2,0,0,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.4,201,128,208,316.0,2,0,0,100
17:33:50,7,5,7,11.1,0.05,0.22,0.06,18.5,201,128,208,316.0,2,0,0,100
17:33:50,6,6,8,11.7,0.03,0.31,0.05,18.5,126,151,241,311.0,2,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.6,126,151,241,311.0,2,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.8,126,151,241,311.0,2,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.6,126,151,241,311.0,2,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.6,126,151,241,311.0,2,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.6,126,151,241,311.0,2,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.7,126,151,241,311.0,2,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.4,126,151,241,311.0,0,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.6,126,151,241,311.0,0,0,0,100
17:33:51,6,6,8,11.7,0.03,0.31,0.05,18.6,126,151,241,311.0,0,0,0,100
17:33:51,10,7,9,15.2,0.05,0.23,0.05,18.8,237,148,195,341.0,0,0,0,100
17:33:52,10,7,9,15.2,0.05,0.23,0.05,18.6,237,148,195,341.0,0,0,0,100
17:33:52,10,7,9,15.2,0.05,0.23,0.05,18.7,237,148,195,341.0,0,0,0,100
17:33:52,10,7,9,15.2,0.05,0.23,0.05,18.6,237,148,195,341.0,0,0,0,100
17:33:52,10,7,9,15.2,0.05,0.23,0.05,18.6,237,148,195,341.0,0,0,0,100
